seq0 seq1 length score
serrano151 amypro9 87 (16.0)
serrano152 amypro9 96 (16.0)
serrano153 amypro9 86 (11.5)
serrano154 amypro9 94 (6.0)
serrano155 amypro9 96 (1.0)
serrano156 amypro9 100 (6.0)
serrano157 amypro9 90 (19.5)
serrano158 amypro9 84 (9.0)
serrano159 amypro9 84 (8.0)
serrano160 amypro9 84 (11.0)
serrano161 amypro9 92 (5.0)
serrano162 amypro9 84 (16.0)
serrano163 amypro9 86 (11.0)
serrano164 amypro9 94 (15.5)
serrano165 amypro9 86 (6.5)
serrano166 amypro9 84 (15.0)
serrano167 amypro9 96 (9.0)
serrano168 amypro9 101 (2.0)
serrano169 amypro9 93 (5.0)
serrano170 amypro9 86 (9.0)
serrano171 amypro9 84 (7.0)
serrano172 amypro9 94 (10.0)
serrano173 amypro9 84 (8.5)
serrano174 amypro9 95 (14.0)
serrano175 amypro9 84 (11.0)
serrano176 amypro9 84 (7.0)
serrano177 amypro9 84 (13.0)
serrano178 amypro9 85 (10.0)
serrano179 amypro9 84 (9.0)
serrano180 amypro9 84 (6.5)
serrano181 amypro9 84 (25.0)
serrano182 amypro9 84 (24.0)
serrano183 amypro9 84 (21.0)
serrano184 amypro9 86 (16.5)
serrano185 amypro9 92 (10.0)
serrano186 amypro9 84 (9.0)
serrano187 amypro9 86 (1.5)
serrano188 amypro9 87 (5.0)
serrano189 amypro9 84 (9.0)
serrano190 amypro9 84 (3.0)
serrano191 amypro9 84 (7.0)
serrano192 amypro9 84 (7.0)
serrano193 amypro9 84 (16.0)
serrano194 amypro9 84 (4.0)
serrano195 amypro9 84 (11.0)
serrano196 amypro9 86 (11.0)
serrano197 amypro9 87 (11.0)
serrano198 amypro9 84 (1.5)
serrano199 amypro9 84 (4.0)
serrano200 amypro9 91 (1.0)
serrano201 amypro9 84 (6.0)
serrano202 amypro9 84 (8.0)
serrano203 amypro9 87 (6.0)
serrano204 amypro9 84 (9.0)
serrano205 amypro9 84 (13.0)
serrano207 amypro9 84 (8.0)
serrano208 amypro9 84 (5.0)
serrano209 amypro9 84 (8.0)
serrano210 amypro9 84 (14.0)
serrano211 amypro9 84 (4.0)
serrano212 amypro9 87 (11.0)
serrano213 amypro9 84 (17.0)
serrano214 amypro9 84 (23.0)
serrano215 amypro9 84 (11.0)
serrano216 amypro9 84 (14.0)
serrano217 amypro9 84 (8.0)
serrano218 amypro9 88 (9.5)
serrano219 amypro9 87 (9.0)
serrano220 amypro9 84 (8.0)
serrano221 amypro9 84 (17.0)
serrano222 amypro9 84 (4.0)
serrano223 amypro9 84 (6.0)
serrano224 amypro9 84 (14.0)
serrano225 amypro9 84 (4.0)
serrano226 amypro9 88 (7.0)
serrano227 amypro9 84 (13.0)
serrano228 amypro9 84 (7.0)
serrano229 amypro9 84 (4.0)
serrano231 amypro9 93 (6.0)
serrano232 amypro9 84 (8.0)
serrano233 amypro9 84 (6.0)
serrano234 amypro9 84 (13.0)
serrano235 amypro9 84 (9.0)
serrano236 amypro9 84 (9.0)
serrano237 amypro9 84 (13.0)
serrano238 amypro9 89 (6.0)
serrano239 amypro9 86 (10.5)
serrano240 amypro9 84 (10.0)
serrano241 amypro9 84 (14.0)
serrano242 amypro9 84 (4.0)
serrano243 amypro9 89 (7.0)
serrano244 amypro9 89 (7.0)
serrano245 amypro9 84 (1.0)
serrano246 amypro9 88 (3.5)
serrano247 amypro9 84 (6.5)
serrano0 amypro10 113 (12.0)
serrano1 amypro10 113 (10.0)
serrano2 amypro10 113 (9.0)
serrano3 amypro10 113 (17.0)
serrano4 amypro10 122 (10.0)
serrano5 amypro10 125 (16.0)
serrano6 amypro10 113 (9.0)
serrano7 amypro10 122 (8.0)
serrano8 amypro10 130 (8.5)
serrano9 amypro10 113 (8.0)
serrano10 amypro10 120 (10.5)
serrano11 amypro10 113 (5.0)
serrano12 amypro10 113 (5.0)
serrano13 amypro10 113 (2.5)
serrano14 amypro10 115 (17.5)
serrano15 amypro10 137 (8.0)
serrano16 amypro10 113 (13.0)
serrano17 amypro10 113 (6.0)
serrano18 amypro10 113 (4.0)
serrano19 amypro10 119 (17.5)
serrano20 amypro10 113 (17.0)
serrano21 amypro10 146 (7.0)
serrano22 amypro10 125 (8.0)
serrano23 amypro10 113 (9.0)
serrano24 amypro10 123 (4.0)
serrano25 amypro10 113 (6.0)
serrano26 amypro10 113 (14.0)
serrano27 amypro10 117 (9.0)
serrano28 amypro10 116 (5.0)
serrano29 amypro10 118 (4.5)
serrano30 amypro10 113 (11.0)
serrano32 amypro10 119 (6.5)
serrano33 amypro10 113 (4.0)
serrano34 amypro10 113 (3.0)
serrano35 amypro10 113 (1.5)
serrano36 amypro10 113 (4.0)
serrano37 amypro10 113 (4.0)
serrano38 amypro10 113 (4.0)
serrano39 amypro10 113 (5.0)
serrano40 amypro10 113 (4.0)
serrano41 amypro10 113 (4.0)
serrano42 amypro10 113 (7.0)
serrano43 amypro10 113 (3.0)
serrano44 amypro10 129 (7.0)
serrano45 amypro10 113 (9.0)
serrano46 amypro10 129 (9.0)
serrano47 amypro10 130 (8.0)
serrano48 amypro10 126 (9.0)
serrano49 amypro10 113 (31.0)
serrano50 amypro10 113 (14.0)
serrano51 amypro10 113 (29.0)
serrano52 amypro10 113 (17.0)
serrano53 amypro10 113 (17.0)
serrano54 amypro10 115 (9.5)
serrano55 amypro10 122 (5.0)
serrano56 amypro10 113 (15.0)
serrano57 amypro10 126 (5.0)
serrano58 amypro10 126 (4.5)
serrano59 amypro10 120 (5.0)
serrano61 amypro10 113 (16.0)
serrano62 amypro10 121 (5.0)
serrano63 amypro10 115 (4.5)
serrano64 amypro10 122 (4.0)
serrano65 amypro10 130 (4.0)
serrano66 amypro10 126 (5.0)
serrano67 amypro10 121 (6.0)
serrano68 amypro10 120 (4.0)
serrano69 amypro10 127 (7.0)
serrano70 amypro10 113 (8.0)
serrano71 amypro10 125 (4.0)
serrano72 amypro10 118 (6.0)
serrano73 amypro10 118 (2.0)
serrano74 amypro10 117 (6.0)
serrano75 amypro10 113 (3.5)
serrano76 amypro10 114 (11.0)
serrano77 amypro10 125 (7.0)
serrano78 amypro10 113 (5.0)
serrano79 amypro10 113 (10.0)
serrano80 amypro10 113 (6.0)
serrano81 amypro10 114 (12.0)
serrano82 amypro10 113 (12.0)
serrano83 amypro10 123 (11.0)
serrano84 amypro10 117 (16.0)
serrano85 amypro10 133 (7.0)
serrano86 amypro10 113 (10.0)
serrano87 amypro10 133 (7.0)
serrano88 amypro10 113 (7.0)
serrano89 amypro10 128 (8.5)
serrano90 amypro10 113 (19.0)
serrano91 amypro10 123 (6.0)
serrano92 amypro10 113 (5.0)
serrano93 amypro10 116 (8.0)
serrano94 amypro10 113 (12.0)
serrano95 amypro10 113 (6.0)
serrano96 amypro10 113 (8.0)
serrano97 amypro10 118 (5.0)
serrano98 amypro10 113 (6.0)
serrano99 amypro10 127 (6.0)
serrano100 amypro10 115 (6.0)
serrano101 amypro10 113 (11.0)
serrano102 amypro10 124 (9.0)
serrano103 amypro10 113 (12.0)
serrano104 amypro10 113 (14.0)
serrano105 amypro10 113 (7.0)
serrano106 amypro10 117 (4.0)
serrano107 amypro10 113 (7.0)
serrano108 amypro10 113 (6.0)
serrano109 amypro10 113 (8.0)
serrano110 amypro10 113 (9.0)
serrano111 amypro10 115 (11.0)
serrano112 amypro10 113 (5.0)
serrano113 amypro10 113 (7.0)
serrano114 amypro10 113 (10.0)
serrano115 amypro10 115 (10.0)
serrano116 amypro10 113 (15.0)
serrano117 amypro10 113 (12.0)
serrano118 amypro10 117 (16.5)
serrano119 amypro10 113 (5.0)
serrano120 amypro10 122 (8.0)
serrano121 amypro10 120 (5.0)
serrano123 amypro10 113 (9.0)
serrano124 amypro10 121 (6.0)
serrano125 amypro10 113 (8.0)
serrano126 amypro10 113 (9.0)
serrano127 amypro10 114 (12.0)
serrano128 amypro10 113 (9.0)
serrano129 amypro10 113 (13.0)
serrano130 amypro10 127 (3.0)
serrano131 amypro10 120 (1.0)
serrano132 amypro10 137 (7.0)
serrano133 amypro10 130 (3.0)
serrano134 amypro10 113 (15.5)
serrano135 amypro10 113 (5.0)
serrano136 amypro10 129 (6.0)
serrano137 amypro10 127 (13.0)
serrano139 amypro10 115 (11.5)
serrano140 amypro10 123 (2.0)
serrano141 amypro10 131 (1.5)
serrano142 amypro10 131 (1.5)
serrano143 amypro10 132 (4.0)
serrano144 amypro10 132 (4.0)
serrano145 amypro10 118 (6.0)
serrano146 amypro10 118 (8.0)
serrano147 amypro10 120 (5.0)
serrano148 amypro10 121 (15.0)
serrano150 amypro10 113 (4.0)
serrano151 amypro10 113 (6.0)
serrano152 amypro10 129 (7.0)
serrano153 amypro10 125 (3.0)
serrano155 amypro10 121 (12.0)
serrano156 amypro10 126 (5.0)
serrano157 amypro10 120 (5.0)
serrano158 amypro10 113 (18.0)
serrano159 amypro10 123 (7.5)
serrano160 amypro10 113 (14.0)
serrano161 amypro10 132 (10.0)
serrano162 amypro10 113 (17.5)
serrano163 amypro10 124 (1.0)
serrano164 amypro10 117 (12.5)
serrano165 amypro10 130 (2.0)
serrano166 amypro10 122 (10.0)
serrano167 amypro10 113 (12.0)
serrano168 amypro10 129 (1.0)
serrano169 amypro10 113 (4.0)
serrano171 amypro10 113 (10.0)
serrano172 amypro10 131 (5.0)
serrano173 amypro10 118 (13.5)
serrano174 amypro10 113 (7.5)
serrano175 amypro10 113 (12.0)
serrano176 amypro10 124 (8.0)
serrano177 amypro10 113 (12.0)
serrano178 amypro10 113 (7.0)
serrano179 amypro10 117 (4.0)
serrano180 amypro10 113 (7.0)
serrano181 amypro10 113 (16.0)
serrano182 amypro10 113 (19.0)
serrano183 amypro10 113 (15.5)
serrano184 amypro10 113 (13.0)
serrano185 amypro10 115 (12.0)
serrano186 amypro10 113 (13.0)
serrano187 amypro10 113 (3.0)
serrano188 amypro10 116 (2.0)
serrano189 amypro10 119 (11.0)
serrano190 amypro10 121 (5.0)
serrano191 amypro10 113 (3.0)
serrano192 amypro10 117 (6.5)
serrano193 amypro10 113 (11.0)
serrano194 amypro10 113 (6.0)
serrano195 amypro10 113 (8.0)
serrano196 amypro10 113 (4.0)
serrano197 amypro10 122 (1.0)
serrano198 amypro10 113 (5.0)
serrano199 amypro10 120 (7.0)
serrano200 amypro10 113 (4.0)
serrano201 amypro10 118 (5.0)
serrano202 amypro10 118 (9.0)
serrano203 amypro10 122 (7.0)
serrano204 amypro10 113 (9.0)
serrano205 amypro10 118 (11.0)
serrano206 amypro10 113 (7.0)
serrano207 amypro10 117 (3.0)
serrano208 amypro10 113 (5.0)
serrano209 amypro10 113 (13.0)
serrano210 amypro10 113 (19.0)
serrano211 amypro10 113 (16.0)
serrano212 amypro10 117 (4.0)
serrano213 amypro10 113 (8.0)
serrano214 amypro10 113 (6.0)
serrano215 amypro10 116 (11.0)
serrano216 amypro10 113 (10.0)
serrano217 amypro10 113 (9.0)
serrano218 amypro10 113 (9.0)
serrano219 amypro10 117 (9.0)
serrano220 amypro10 113 (15.0)
serrano221 amypro10 113 (14.5)
serrano222 amypro10 113 (14.0)
serrano223 amypro10 113 (12.0)
serrano224 amypro10 113 (6.0)
serrano225 amypro10 113 (13.0)
serrano226 amypro10 117 (3.0)
serrano227 amypro10 113 (7.0)
serrano228 amypro10 113 (12.0)
serrano229 amypro10 113 (10.0)
serrano230 amypro10 113 (3.0)
serrano231 amypro10 113 (16.0)
serrano232 amypro10 120 (3.0)
serrano233 amypro10 113 (4.0)
serrano234 amypro10 120 (7.0)
serrano235 amypro10 113 (11.0)
serrano236 amypro10 113 (5.0)
serrano237 amypro10 119 (2.0)
serrano238 amypro10 114 (6.0)
serrano239 amypro10 113 (12.0)
serrano240 amypro10 113 (6.0)
serrano241 amypro10 113 (13.0)
serrano242 amypro10 113 (5.0)
serrano243 amypro10 122 (7.0)
serrano245 amypro10 119 (11.0)
serrano246 amypro10 122 (7.0)
serrano247 amypro10 113 (4.0)
serrano0 amypro11 130 (9.0)
serrano1 amypro11 134 (10.0)
serrano2 amypro11 137 (6.0)
serrano3 amypro11 138 (6.0)
serrano4 amypro11 132 (12.5)
serrano5 amypro11 152 (13.0)
serrano6 amypro11 130 (15.0)
serrano7 amypro11 146 (5.0)
serrano8 amypro11 144 (13.5)
serrano9 amypro11 130 (7.0)
serrano10 amypro11 134 (10.5)
serrano11 amypro11 134 (5.0)
serrano12 amypro11 130 (8.0)
serrano13 amypro11 130 (7.0)
serrano14 amypro11 144 (11.0)
serrano15 amypro11 132 (11.0)
serrano16 amypro11 130 (8.0)
serrano17 amypro11 135 (5.0)
serrano18 amypro11 134 (9.0)
serrano19 amypro11 141 (10.0)
serrano20 amypro11 130 (8.0)
serrano21 amypro11 132 (3.0)
serrano22 amypro11 144 (4.0)
serrano23 amypro11 130 (4.0)
serrano24 amypro11 144 (4.0)
serrano25 amypro11 130 (4.0)
serrano26 amypro11 130 (5.0)
serrano27 amypro11 130 (6.0)
serrano28 amypro11 133 (7.0)
serrano29 amypro11 130 (4.0)
serrano30 amypro11 130 (8.0)
serrano31 amypro11 130 (14.0)
serrano32 amypro11 145 (4.0)
serrano33 amypro11 132 (5.5)
serrano34 amypro11 133 (6.0)
serrano35 amypro11 145 (4.0)
serrano36 amypro11 133 (7.0)
serrano37 amypro11 130 (4.0)
serrano38 amypro11 131 (5.0)
serrano39 amypro11 132 (4.0)
serrano40 amypro11 132 (4.0)
serrano41 amypro11 130 (5.0)
serrano42 amypro11 130 (4.0)
serrano43 amypro11 130 (4.0)
serrano44 amypro11 131 (5.0)
serrano45 amypro11 132 (6.5)
serrano46 amypro11 132 (8.5)
serrano47 amypro11 132 (16.5)
serrano48 amypro11 131 (14.0)
serrano49 amypro11 130 (7.0)
serrano50 amypro11 141 (11.0)
serrano51 amypro11 130 (12.0)
serrano52 amypro11 130 (7.0)
serrano53 amypro11 133 (9.0)
serrano54 amypro11 141 (13.0)
serrano55 amypro11 141 (9.0)
serrano56 amypro11 130 (21.5)
serrano57 amypro11 131 (11.0)
serrano58 amypro11 130 (10.0)
serrano59 amypro11 130 (13.5)
serrano60 amypro11 139 (7.5)
serrano61 amypro11 130 (11.0)
serrano62 amypro11 130 (6.0)
serrano63 amypro11 130 (7.0)
serrano64 amypro11 130 (8.0)
serrano65 amypro11 130 (11.0)
serrano66 amypro11 130 (13.0)
serrano67 amypro11 130 (10.0)
serrano68 amypro11 133 (7.0)
serrano69 amypro11 132 (6.5)
serrano70 amypro11 132 (7.0)
serrano71 amypro11 140 (3.5)
serrano72 amypro11 133 (11.0)
serrano73 amypro11 134 (11.5)
serrano74 amypro11 157 (10.0)
serrano75 amypro11 141 (9.0)
serrano76 amypro11 130 (5.0)
serrano77 amypro11 132 (13.0)
serrano78 amypro11 130 (8.0)
serrano79 amypro11 141 (11.5)
serrano80 amypro11 130 (7.0)
serrano81 amypro11 130 (6.0)
serrano82 amypro11 130 (8.0)
serrano83 amypro11 144 (10.0)
serrano84 amypro11 131 (9.0)
serrano85 amypro11 140 (6.0)
serrano86 amypro11 130 (15.0)
serrano87 amypro11 135 (7.0)
serrano88 amypro11 130 (10.0)
serrano89 amypro11 139 (5.5)
serrano90 amypro11 130 (9.0)
serrano91 amypro11 133 (9.5)
serrano92 amypro11 130 (9.0)
serrano93 amypro11 141 (6.0)
serrano94 amypro11 130 (14.0)
serrano95 amypro11 131 (9.0)
serrano96 amypro11 130 (9.0)
serrano97 amypro11 130 (7.0)
serrano98 amypro11 130 (9.0)
serrano99 amypro11 145 (10.0)
serrano100 amypro11 130 (7.0)
serrano101 amypro11 130 (7.0)
serrano102 amypro11 130 (5.0)
serrano103 amypro11 130 (18.0)
serrano104 amypro11 130 (12.0)
serrano105 amypro11 130 (13.0)
serrano106 amypro11 130 (4.0)
serrano107 amypro11 147 (1.0)
serrano108 amypro11 130 (5.0)
serrano109 amypro11 130 (10.0)
serrano110 amypro11 130 (12.0)
serrano111 amypro11 130 (4.0)
serrano112 amypro11 130 (6.0)
serrano113 amypro11 130 (11.0)
serrano114 amypro11 130 (7.0)
serrano115 amypro11 130 (11.0)
serrano116 amypro11 134 (14.0)
serrano117 amypro11 130 (6.0)
serrano118 amypro11 141 (9.5)
serrano119 amypro11 144 (5.0)
serrano120 amypro11 130 (6.0)
serrano121 amypro11 130 (9.0)
serrano122 amypro11 130 (15.0)
serrano123 amypro11 130 (10.0)
serrano124 amypro11 130 (11.0)
serrano125 amypro11 130 (14.0)
serrano126 amypro11 132 (10.5)
serrano127 amypro11 130 (10.5)
serrano128 amypro11 132 (9.5)
serrano129 amypro11 130 (6.0)
serrano130 amypro11 130 (16.0)
serrano131 amypro11 144 (6.0)
serrano132 amypro11 146 (8.0)
serrano133 amypro11 132 (6.5)
serrano134 amypro11 130 (9.0)
serrano135 amypro11 130 (14.0)
serrano136 amypro11 140 (8.5)
serrano137 amypro11 135 (9.0)
serrano138 amypro11 137 (9.5)
serrano139 amypro11 130 (9.0)
serrano140 amypro11 130 (16.5)
serrano141 amypro11 130 (10.0)
serrano142 amypro11 130 (10.0)
serrano143 amypro11 151 (4.0)
serrano144 amypro11 139 (6.0)
serrano145 amypro11 130 (9.0)
serrano146 amypro11 132 (8.0)
serrano147 amypro11 130 (12.0)
serrano148 amypro11 130 (8.5)
serrano149 amypro11 130 (16.5)
serrano150 amypro11 130 (14.0)
serrano151 amypro11 130 (8.0)
serrano152 amypro11 139 (5.0)
serrano153 amypro11 130 (6.5)
serrano154 amypro11 130 (20.0)
serrano155 amypro11 130 (9.0)
serrano156 amypro11 130 (8.0)
serrano157 amypro11 132 (12.0)
serrano158 amypro11 130 (11.0)
serrano159 amypro11 130 (11.5)
serrano160 amypro11 140 (13.5)
serrano161 amypro11 142 (19.0)
serrano162 amypro11 137 (11.0)
serrano163 amypro11 134 (6.0)
serrano164 amypro11 131 (20.5)
serrano165 amypro11 147 (6.0)
serrano166 amypro11 146 (10.0)
serrano167 amypro11 130 (10.0)
serrano168 amypro11 135 (9.0)
serrano169 amypro11 131 (14.0)
serrano170 amypro11 130 (16.0)
serrano171 amypro11 150 (4.0)
serrano172 amypro11 130 (9.0)
serrano173 amypro11 130 (9.0)
serrano174 amypro11 130 (7.0)
serrano175 amypro11 130 (20.5)
serrano176 amypro11 139 (11.0)
serrano177 amypro11 135 (14.0)
serrano178 amypro11 130 (8.0)
serrano179 amypro11 139 (5.0)
serrano180 amypro11 130 (10.0)
serrano181 amypro11 130 (12.0)
serrano182 amypro11 130 (8.0)
serrano183 amypro11 133 (9.0)
serrano184 amypro11 131 (9.0)
serrano185 amypro11 130 (8.0)
serrano186 amypro11 130 (13.0)
serrano187 amypro11 130 (10.0)
serrano188 amypro11 130 (6.0)
serrano189 amypro11 134 (8.0)
serrano190 amypro11 130 (8.5)
serrano191 amypro11 130 (9.5)
serrano192 amypro11 130 (11.0)
serrano193 amypro11 130 (10.0)
serrano194 amypro11 130 (10.0)
serrano195 amypro11 130 (6.0)
serrano196 amypro11 130 (12.0)
serrano197 amypro11 130 (8.0)
serrano198 amypro11 133 (13.0)
serrano199 amypro11 130 (9.0)
serrano200 amypro11 130 (21.0)
serrano201 amypro11 130 (10.0)
serrano202 amypro11 131 (9.0)
serrano203 amypro11 133 (12.0)
serrano204 amypro11 138 (3.0)
serrano205 amypro11 130 (5.0)
serrano206 amypro11 130 (7.0)
serrano207 amypro11 130 (8.0)
serrano208 amypro11 130 (51.0)
serrano209 amypro11 130 (51.0)
serrano210 amypro11 130 (53.0)
serrano211 amypro11 130 (56.0)
serrano212 amypro11 130 (63.0)
serrano213 amypro11 130 (61.0)
serrano214 amypro11 130 (53.0)
serrano215 amypro11 130 (54.0)
serrano216 amypro11 130 (56.0)
serrano217 amypro11 130 (52.0)
serrano218 amypro11 130 (58.0)
serrano219 amypro11 130 (65.0)
serrano220 amypro11 130 (58.0)
serrano221 amypro11 130 (57.0)
serrano222 amypro11 130 (56.0)
serrano223 amypro11 130 (50.0)
serrano224 amypro11 130 (47.0)
serrano225 amypro11 130 (49.0)
serrano226 amypro11 130 (54.0)
serrano227 amypro11 130 (57.0)
serrano228 amypro11 130 (60.0)
serrano229 amypro11 130 (60.0)
serrano230 amypro11 130 (57.0)
serrano231 amypro11 130 (57.0)
serrano232 amypro11 135 (13.0)
serrano233 amypro11 130 (14.0)
serrano234 amypro11 130 (6.0)
serrano235 amypro11 130 (12.0)
serrano236 amypro11 130 (10.0)
serrano237 amypro11 130 (5.0)
serrano238 amypro11 133 (13.0)
serrano239 amypro11 131 (7.0)
serrano240 amypro11 130 (9.0)
serrano241 amypro11 131 (5.0)
serrano242 amypro11 130 (8.0)
serrano243 amypro11 130 (6.0)
serrano244 amypro11 130 (8.0)
serrano245 amypro11 130 (11.5)
serrano246 amypro11 130 (12.0)
serrano247 amypro11 138 (8.0)
serrano0 amypro12 133 (12.0)
serrano1 amypro12 133 (10.0)
serrano2 amypro12 133 (10.0)
serrano3 amypro12 133 (19.0)
serrano4 amypro12 142 (15.0)
serrano5 amypro12 137 (18.0)
serrano6 amypro12 133 (18.0)
serrano7 amypro12 142 (15.0)
serrano8 amypro12 134 (18.5)
serrano9 amypro12 133 (6.0)
serrano10 amypro12 137 (18.0)
serrano11 amypro12 133 (5.0)
serrano12 amypro12 133 (15.0)
serrano13 amypro12 133 (26.0)
serrano14 amypro12 145 (15.0)
serrano15 amypro12 141 (18.0)
serrano16 amypro12 137 (12.0)
serrano17 amypro12 133 (8.0)
serrano18 amypro12 133 (10.0)
serrano19 amypro12 139 (18.0)
serrano20 amypro12 133 (11.0)
serrano21 amypro12 134 (10.0)
serrano22 amypro12 138 (10.0)
serrano23 amypro12 133 (10.0)
serrano24 amypro12 138 (10.0)
serrano25 amypro12 138 (10.0)
serrano26 amypro12 133 (11.0)
serrano27 amypro12 133 (11.0)
serrano28 amypro12 133 (7.0)
serrano29 amypro12 138 (11.0)
serrano30 amypro12 138 (4.0)
serrano31 amypro12 133 (10.0)
serrano32 amypro12 133 (9.0)
serrano33 amypro12 146 (5.0)
serrano34 amypro12 133 (18.0)
serrano35 amypro12 133 (6.0)
serrano36 amypro12 133 (10.0)
serrano37 amypro12 138 (10.0)
serrano38 amypro12 133 (8.0)
serrano39 amypro12 133 (6.0)
serrano40 amypro12 133 (3.0)
serrano41 amypro12 133 (10.0)
serrano42 amypro12 133 (11.0)
serrano43 amypro12 133 (9.0)
serrano44 amypro12 133 (7.0)
serrano45 amypro12 138 (14.0)
serrano46 amypro12 142 (14.0)
serrano47 amypro12 142 (13.0)
serrano48 amypro12 143 (13.5)
serrano49 amypro12 133 (11.0)
serrano50 amypro12 134 (9.0)
serrano51 amypro12 133 (14.0)
serrano52 amypro12 133 (14.0)
serrano53 amypro12 133 (21.0)
serrano54 amypro12 140 (9.0)
serrano55 amypro12 133 (13.0)
serrano56 amypro12 134 (26.0)
serrano57 amypro12 137 (12.0)
serrano58 amypro12 143 (11.5)
serrano59 amypro12 133 (9.0)
serrano60 amypro12 147 (6.0)
serrano61 amypro12 136 (12.0)
serrano62 amypro12 133 (7.0)
serrano63 amypro12 134 (3.0)
serrano64 amypro12 133 (6.0)
serrano65 amypro12 133 (4.0)
serrano66 amypro12 142 (9.0)
serrano67 amypro12 145 (5.0)
serrano68 amypro12 148 (10.0)
serrano69 amypro12 137 (13.0)
serrano70 amypro12 133 (9.0)
serrano71 amypro12 133 (13.0)
serrano72 amypro12 133 (9.0)
serrano73 amypro12 144 (7.0)
serrano74 amypro12 159 (9.0)
serrano75 amypro12 133 (7.0)
serrano76 amypro12 133 (10.0)
serrano77 amypro12 143 (3.0)
serrano78 amypro12 133 (12.0)
serrano79 amypro12 133 (11.0)
serrano80 amypro12 133 (10.0)
serrano81 amypro12 133 (7.0)
serrano82 amypro12 133 (3.0)
serrano83 amypro12 133 (1.0)
serrano84 amypro12 133 (12.0)
serrano85 amypro12 133 (9.0)
serrano86 amypro12 133 (12.0)
serrano87 amypro12 135 (10.5)
serrano88 amypro12 133 (11.0)
serrano89 amypro12 133 (9.0)
serrano90 amypro12 133 (7.0)
serrano91 amypro12 144 (8.0)
serrano92 amypro12 133 (13.0)
serrano93 amypro12 135 (16.0)
serrano94 amypro12 133 (14.0)
serrano95 amypro12 137 (9.5)
serrano96 amypro12 133 (11.0)
serrano97 amypro12 133 (17.0)
serrano98 amypro12 133 (11.0)
serrano99 amypro12 135 (10.5)
serrano100 amypro12 133 (10.0)
serrano101 amypro12 133 (14.0)
serrano102 amypro12 136 (4.0)
serrano103 amypro12 133 (6.0)
serrano104 amypro12 133 (7.0)
serrano105 amypro12 133 (6.0)
serrano106 amypro12 133 (8.0)
serrano107 amypro12 133 (6.0)
serrano108 amypro12 133 (14.0)
serrano109 amypro12 133 (9.0)
serrano110 amypro12 133 (13.0)
serrano111 amypro12 133 (11.0)
serrano112 amypro12 133 (5.0)
serrano113 amypro12 133 (6.0)
serrano114 amypro12 133 (17.0)
serrano115 amypro12 133 (8.0)
serrano116 amypro12 133 (19.0)
serrano117 amypro12 133 (8.0)
serrano118 amypro12 136 (15.0)
serrano119 amypro12 133 (9.0)
serrano120 amypro12 143 (7.5)
serrano121 amypro12 138 (7.0)
serrano122 amypro12 133 (12.0)
serrano123 amypro12 133 (14.0)
serrano124 amypro12 137 (16.0)
serrano125 amypro12 133 (17.0)
serrano126 amypro12 133 (7.5)
serrano127 amypro12 133 (13.0)
serrano128 amypro12 133 (11.0)
serrano129 amypro12 133 (5.0)
serrano130 amypro12 133 (12.0)
serrano131 amypro12 144 (10.0)
serrano132 amypro12 135 (11.5)
serrano133 amypro12 136 (10.0)
serrano134 amypro12 135 (9.0)
serrano135 amypro12 133 (7.0)
serrano136 amypro12 134 (14.0)
serrano137 amypro12 133 (14.0)
serrano138 amypro12 135 (13.0)
serrano139 amypro12 138 (13.0)
serrano140 amypro12 133 (5.0)
serrano141 amypro12 141 (11.5)
serrano142 amypro12 141 (11.5)
serrano143 amypro12 133 (12.0)
serrano144 amypro12 133 (12.0)
serrano145 amypro12 133 (6.0)
serrano146 amypro12 136 (6.0)
serrano147 amypro12 133 (9.0)
serrano148 amypro12 133 (9.0)
serrano149 amypro12 145 (3.0)
serrano150 amypro12 136 (7.0)
serrano151 amypro12 133 (15.0)
serrano152 amypro12 138 (12.0)
serrano153 amypro12 133 (6.0)
serrano154 amypro12 133 (7.0)
serrano155 amypro12 133 (11.0)
serrano156 amypro12 133 (22.5)
serrano157 amypro12 141 (18.0)
serrano158 amypro12 133 (15.0)
serrano159 amypro12 136 (12.0)
serrano160 amypro12 133 (10.0)
serrano161 amypro12 143 (14.0)
serrano162 amypro12 134 (13.0)
serrano163 amypro12 141 (10.0)
serrano164 amypro12 143 (12.5)
serrano165 amypro12 133 (15.0)
serrano166 amypro12 136 (13.0)
serrano167 amypro12 133 (15.0)
serrano168 amypro12 148 (10.0)
serrano169 amypro12 136 (12.0)
serrano170 amypro12 133 (11.5)
serrano171 amypro12 133 (9.0)
serrano172 amypro12 134 (9.5)
serrano173 amypro12 141 (12.0)
serrano174 amypro12 133 (6.5)
serrano175 amypro12 133 (13.0)
serrano176 amypro12 145 (4.0)
serrano177 amypro12 133 (21.0)
serrano178 amypro12 133 (9.0)
serrano179 amypro12 133 (7.0)
serrano180 amypro12 133 (9.0)
serrano181 amypro12 133 (7.0)
